Precon,Solver,SeqGS,SeqSOR,CGSolver,BiCGSTABSolver,LoopSolver,GradientSolver,pre,post,cells,perf
1,1,1,0,0,0,1,0,5,2,55,10644.107142857145
1,1,1,0,0,0,1,0,4,1,55,13235.121428571427
1,1,1,0,0,1,0,0,0,3,54,10420.028571428573
1,1,0,1,0,1,0,0,4,3,53,10787.539285714287
1,1,1,0,0,0,1,0,4,4,54,10204.114285714284
1,1,1,0,0,0,0,1,5,6,55,7918.338214285715
1,1,1,0,0,0,0,1,4,0,54,12952.239285714286
1,1,1,0,0,1,0,0,0,2,55,10636.585714285713
1,1,1,0,1,0,0,0,2,3,50,8908.751785714288
1,1,0,1,1,0,0,0,6,6,52,7873.813928571429
1,1,1,0,0,1,0,0,6,3,50,8820.959285714285
1,1,1,0,1,0,0,0,1,0,54,48364.63571428571
1,1,0,1,0,0,0,1,0,6,52,7825.00142857143
1,1,1,0,0,1,0,0,3,2,54,10434.667857142855
1,1,1,0,0,0,0,1,6,1,50,8905.152857142859
1,1,0,1,0,0,0,1,6,1,52,10448.025
1,1,0,1,0,0,1,0,4,4,53,10889.553571428574
1,1,1,0,0,1,0,0,6,2,55,10703.050000000001
1,1,1,0,0,0,0,1,2,4,54,10246.860714285716
1,1,0,1,0,1,0,0,1,4,51,10116.573928571432
1,1,0,1,0,1,0,0,5,3,52,10491.475000000002
1,1,0,1,0,0,1,0,0,4,50,7325.9349999999995
1,1,1,0,1,0,0,0,6,1,53,12628.97142857143
1,1,0,1,0,1,0,0,2,6,53,10945.210714285717
1,1,1,0,0,0,1,0,3,4,54,10312.175
1,1,0,1,0,1,0,0,2,5,53,10793.621428571429
1,1,0,1,0,1,0,0,4,6,52,7884.848571428572
1,1,1,0,1,0,0,0,2,1,53,12505.857142857143
1,1,0,1,0,0,0,1,3,3,54,11178.75
1,1,1,0,0,0,1,0,3,5,50,8855.005714285713
1,1,1,0,0,0,0,1,5,3,52,7495.692499999997
1,1,0,1,1,0,0,0,6,6,55,11671.774999999998
1,1,0,1,0,0,1,0,6,1,50,7241.799285714288
1,1,0,1,0,0,0,1,6,3,50,7368.388571428571
1,1,0,1,0,1,0,0,0,5,53,10808.017857142855
1,1,0,1,0,0,1,0,4,2,50,9615.622500000001
1,1,1,0,0,1,0,0,6,0,51,11520.953571428572
1,1,0,1,1,0,0,0,6,6,50,7332.303571428571
1,1,1,0,0,0,1,0,5,1,50,8825.814285714287
1,1,0,1,0,0,0,1,1,3,51,10000.75392857143
1,1,0,1,0,0,1,0,4,5,50,9618.492857142857
1,1,0,1,1,0,0,0,2,3,51,9968.660714285714
1,1,0,1,0,1,0,0,6,0,55,14640.821428571426
1,1,1,0,1,0,0,0,5,1,51,9092.014285714287
1,1,1,0,0,1,0,0,5,4,52,9702.8275
1,1,0,1,0,0,0,1,2,3,54,11330.1
1,1,1,0,1,0,0,0,2,0,51,15935.778571428575
1,1,0,1,0,1,0,0,0,2,55,14723.128571428566
1,1,0,1,0,0,0,1,5,3,54,11220.52142857143
1,1,1,0,1,0,0,0,0,5,51,9079.328214285715
1,1,0,1,1,0,0,0,4,0,55,17379.442857142854
1,1,1,0,1,0,0,0,4,5,55,10702.642857142857
1,1,0,1,0,0,0,1,6,0,52,13103.496428571429
1,1,1,0,0,0,0,1,2,5,51,6913.948928571425
1,1,1,0,0,1,0,0,2,6,50,6652.707142857143
1,1,1,0,1,0,0,0,4,4,53,10279.789642857142
1,1,1,0,1,0,0,0,5,6,54,10719.771428571426
1,1,1,0,0,1,0,0,5,4,53,9884.145
1,1,1,0,0,0,1,0,0,1,55,15933.132142857143
1,1,0,1,1,0,0,0,4,0,50,14411.41785714286
1,1,0,1,1,0,0,0,4,0,53,16231.982142857145
1,1,0,1,0,0,0,1,1,4,51,9972.018571428573
1,1,0,1,0,0,0,1,1,6,54,8441.93642857143
1,1,0,1,0,0,1,0,0,2,53,11090.357142857145
1,1,0,1,1,0,0,0,3,5,55,11588.914285714285
1,1,0,1,0,1,0,0,2,4,54,11201.671428571428
1,1,1,0,0,0,0,1,0,4,50,8784.214285714286
1,1,1,0,0,0,1,0,6,2,51,6875.359285714286
1,1,1,0,0,0,1,0,6,3,53,9951.681785714285
1,1,0,1,0,1,0,0,6,1,53,10850.482142857143
1,1,1,0,0,0,0,1,4,6,54,7785.062142857142
1,1,1,0,1,0,0,0,4,2,50,8980.808571428572
1,1,1,0,0,0,0,1,5,1,53,10247.902142857141
1,1,0,1,0,1,0,0,5,4,50,7397.181785714284
1,1,1,0,0,1,0,0,6,6,53,7439.380714285713
1,1,0,1,1,0,0,0,2,4,51,10008.475357142856
1,1,0,1,1,0,0,0,1,0,54,44749.767857142855
1,1,1,0,0,0,0,1,1,0,53,12554.989285714284
1,1,1,0,0,0,0,1,1,1,53,12471.20357142857
1,1,1,0,0,0,1,0,4,0,54,12760.171428571426
1,1,1,0,0,0,0,1,4,2,51,9158.7875
1,1,0,1,1,0,0,0,3,2,52,10573.439285714285
1,1,0,1,0,0,0,1,6,3,51,7480.575357142857
1,1,0,1,0,1,0,0,4,2,53,10804.346428571427
1,1,1,0,0,0,1,0,0,1,51,11391.135714285714
1,1,0,1,0,0,1,0,4,6,50,9709.593214285715
1,1,1,0,0,0,0,1,2,1,50,8756.160714285714
1,1,0,1,0,0,0,1,4,6,55,8695.538214285714
1,1,0,1,0,0,1,0,4,1,55,14527.621428571427
1,1,0,1,0,0,1,0,0,2,55,14593.52142857143
1,1,1,0,1,0,0,0,4,6,53,9912.538928571428
1,1,1,0,0,1,0,0,3,5,52,7311.658928571431
1,1,1,0,0,0,1,0,5,5,53,9878.416428571427
1,1,0,1,0,1,0,0,6,1,50,9751.68607142857
1,1,1,0,1,0,0,0,6,2,52,9997.789642857142
1,1,1,0,1,0,0,0,2,1,51,11399.899999999998
1,1,0,1,1,0,0,0,5,0,52,15615.94642857143
1,1,1,0,1,0,0,0,4,6,51,6964.876785714287
1,1,0,1,1,0,0,0,0,2,53,13480.47857142857
1,1,0,1,0,1,0,0,2,3,51,10235.369285714287
1,1,1,0,1,0,0,0,3,2,53,9948.544285714288
1,1,0,1,0,0,1,0,0,5,53,10880.839285714286
1,1,1,0,0,0,1,0,4,3,50,8924.88892857143
1,1,0,1,0,0,0,1,1,1,52,13012.264285714282
1,1,0,1,0,0,0,1,4,4,52,7820.572142857144
1,1,0,1,0,0,0,1,1,1,55,14473.492857142855
1,1,0,1,1,0,0,0,5,6,50,7360.243214285714
1,1,0,1,0,0,0,1,4,3,51,10099.802857142859
1,1,1,0,0,1,0,0,2,1,52,9549.211785714286
1,1,0,1,0,0,1,0,2,3,53,10800.882142857143
1,1,1,0,0,1,0,0,3,5,50,6733.858214285714
1,1,1,0,0,1,0,0,4,1,52,9601.835000000003
1,1,1,0,1,0,0,0,2,4,54,10231.860714285716
1,1,0,1,0,0,1,0,3,0,55,14606.892857142859
1,1,0,1,0,0,0,1,6,4,54,8432.337857142857
1,1,1,0,0,1,0,0,3,4,54,10295.667857142858
1,1,0,1,1,0,0,0,6,1,53,13720.239285714284
1,1,0,1,0,0,0,1,4,2,55,11662.546428571428
1,1,1,0,1,0,0,0,5,1,50,8925.21892857143
1,1,1,0,0,0,0,1,3,4,53,7856.523571428573
1,1,0,1,0,0,0,1,1,4,55,11635.821428571426
1,1,0,1,0,1,0,0,2,2,55,14536.871428571427
1,1,0,1,0,0,1,0,2,0,51,10067.975000000002
1,1,1,0,1,0,0,0,5,5,54,10569.714285714288
1,1,1,0,0,0,1,0,2,1,54,12821.521428571432
1,1,0,1,0,0,1,0,3,6,53,10937.828571428572
1,1,1,0,0,0,1,0,2,2,52,9560.767142857143
1,1,1,0,0,1,0,0,0,3,50,8809.896785714287
1,1,1,0,0,0,1,0,4,4,50,8836.482142857141
1,1,1,0,1,0,0,0,5,3,51,9152.130714285715
1,1,0,1,1,0,0,0,2,5,50,7265.456071428571
1,1,0,1,0,0,0,1,5,0,55,14497.228571428572
1,1,0,1,0,0,0,1,5,1,53,10868.421428571428
1,1,1,0,0,0,0,1,5,3,50,6666.358214285714
1,1,0,1,1,0,0,0,6,5,55,11611.496428571427
1,1,0,1,0,1,0,0,6,2,51,10153.530357142858
1,1,1,0,0,0,1,0,0,2,50,8794.190357142857
1,1,0,1,0,0,0,1,1,0,51,18011.260714285716
1,1,0,1,0,0,1,0,1,5,50,7274.900357142856
1,1,1,0,1,0,0,0,4,5,52,7252.159285714285
1,1,0,1,0,0,1,0,1,3,53,10785.935714285717
1,1,0,1,0,0,0,1,2,2,53,10970.621428571429
1,1,0,1,0,0,0,1,2,6,51,7530.2235714285725
1,1,1,0,0,1,0,0,4,2,52,9619.466785714287
1,1,1,0,0,0,0,1,2,1,53,10148.724642857143
1,1,1,0,0,0,0,1,6,3,52,7272.307142857142
1,1,0,1,0,0,1,0,3,5,51,10084.324642857144
1,1,1,0,1,0,0,0,3,5,50,6646.764642857141
1,1,0,1,1,0,0,0,4,4,50,9680.549285714285
1,1,0,1,1,0,0,0,3,4,55,11588.153571428571
1,1,0,1,1,0,0,0,5,2,52,10413.925000000001
1,1,0,1,0,1,0,0,3,0,53,13509.739285714286
1,1,0,1,1,0,0,0,6,3,55,11746.550000000003
1,1,1,0,0,0,1,0,3,2,55,10551.167857142858
1,1,0,1,0,1,0,0,6,4,55,11735.735714285716
1,1,0,1,0,0,1,0,0,3,53,11044.071428571426
1,1,0,1,1,0,0,0,4,2,50,9665.279642857142
1,1,0,1,1,0,0,0,0,5,51,10124.634642857143
1,1,1,0,0,1,0,0,0,5,53,9878.332857142856
1,1,1,0,1,0,0,0,3,6,54,10231.271428571428
1,1,0,1,0,0,0,1,1,2,51,10076.096785714284
1,1,1,0,0,1,0,0,6,2,52,9561.75
1,1,0,1,0,0,0,1,3,1,51,9957.02214285714
1,1,0,1,0,0,0,1,6,2,51,9970.569285714288
1,1,0,1,1,0,0,0,0,1,55,32063.72142857142
1,1,1,0,1,0,0,0,1,5,53,9876.677857142862
1,1,1,0,0,0,0,1,5,1,54,10188.057142857142
1,1,1,0,0,0,0,1,6,5,52,7278.923571428572
1,1,0,1,0,1,0,0,0,2,50,9609.776785714284
1,1,0,1,1,0,0,0,2,0,55,20277.92857142857
1,1,0,1,0,0,1,0,0,4,55,11708.317857142858
1,1,1,0,0,0,1,0,3,0,52,9791.786785714285
1,1,0,1,0,0,1,0,6,2,51,7571.543928571429
1,1,1,0,0,0,0,1,2,2,53,9887.424642857144
1,1,1,0,0,1,0,0,6,3,55,10680.067857142856
1,1,1,0,0,0,1,0,5,3,52,7238.027857142857
1,1,0,1,0,0,1,0,0,6,52,7865.539642857141
1,1,0,1,0,0,1,0,4,6,52,7894.88607142857
1,1,1,0,0,1,0,0,5,3,55,10765.192857142856
1,1,0,1,0,1,0,0,4,3,51,9982.263214285713
1,1,0,1,0,1,0,0,3,5,51,10049.314285714287
1,1,0,1,1,0,0,0,0,6,54,11342.64642857143
1,1,1,0,0,1,0,0,0,3,51,9229.539285714283
1,1,1,0,0,0,0,1,6,1,55,10618.171428571428
1,1,0,1,0,0,1,0,6,2,54,11214.1
1,1,1,0,1,0,0,0,0,6,50,6745.914642857142
1,1,0,1,0,0,0,1,2,3,51,10025.14607142857
1,1,0,1,0,1,0,0,5,5,53,10856.071428571426
1,1,1,0,0,0,0,1,6,2,55,10616.471428571427
1,1,1,0,0,0,0,1,5,0,53,12422.335714285713
1,1,1,0,0,1,0,0,0,4,53,9899.258214285714
1,1,1,0,0,0,0,1,2,2,54,10404.196428571431
1,1,0,1,0,0,1,0,2,1,54,14167.132142857143
1,1,0,1,0,0,0,1,5,2,51,10071.686785714284
1,1,0,1,0,1,0,0,1,6,50,7237.837142857142
1,1,0,1,1,0,0,0,2,3,54,11230.510714285716
1,1,0,1,0,0,1,0,4,1,51,10297.092857142856
1,1,1,0,0,0,1,0,0,5,51,6864.921071428573
1,1,0,1,0,0,0,1,2,1,55,14580.578571428572
1,1,0,1,0,1,0,0,6,0,51,15023.328571428572
1,1,0,1,1,0,0,0,6,4,52,10490.16785714286
1,1,0,1,0,0,1,0,0,1,53,16270.47142857143
1,1,1,0,0,1,0,0,1,0,55,21222.467857142852
1,1,0,1,0,0,1,0,4,5,53,10869.367857142859
1,1,1,0,0,0,1,0,6,0,53,12441.339285714284
1,1,1,0,0,1,0,0,4,2,53,9916.324285714285
1,1,0,1,0,0,1,0,5,6,50,9775.49107142857
1,1,0,1,0,1,0,0,3,5,54,8404.507500000002
1,1,0,1,0,0,1,0,1,2,54,11234.457142857142
1,1,0,1,0,0,0,1,3,6,51,7663.163214285714
1,1,1,0,0,0,1,0,6,5,52,9678.488214285713
1,1,0,1,1,0,0,0,6,4,51,7596.398214285714
1,1,1,0,0,0,0,1,4,1,50,8773.922142857142
1,1,1,0,0,1,0,0,2,2,51,9276.332142857142
1,1,1,0,0,1,0,0,6,3,53,9889.011785714285
1,1,0,1,0,0,0,1,6,3,54,8612.562142857141
1,1,1,0,0,0,1,0,3,2,53,9815.322857142857
1,1,1,0,0,0,1,0,3,4,53,9959.477142857144
1,1,0,1,0,0,0,1,0,5,51,10039.1225
1,1,0,1,0,0,0,1,3,3,52,10447.16071428572
1,1,1,0,1,0,0,0,3,3,55,10559.935714285713
1,1,0,1,0,0,1,0,3,4,53,10892.02142857143
1,1,1,0,0,0,0,1,3,2,53,10159.392500000002
1,1,0,1,0,0,1,0,5,3,54,11273.360714285716
1,1,1,0,1,0,0,0,5,4,53,9878.282142857139
1,1,1,0,0,0,0,1,3,3,54,10356.971428571427
1,1,1,0,0,0,0,1,0,2,54,10234.85357142857
1,1,0,1,1,0,0,0,2,0,53,18934.0
1,1,0,1,1,0,0,0,6,2,50,9625.029642857142
1,1,1,0,0,0,1,0,0,6,50,6620.012857142859
1,1,0,1,0,0,1,0,1,6,50,7290.916785714287
1,1,1,0,1,0,0,0,3,1,53,12569.41785714286
1,1,0,1,0,0,1,0,0,3,55,11639.05357142857
1,1,1,0,0,0,0,1,6,5,54,7846.395714285715
1,1,0,1,0,1,0,0,4,1,54,11381.582142857142
1,1,1,0,1,0,0,0,6,3,50,8955.960000000001
1,1,0,1,0,1,0,0,2,2,52,10457.592857142856
1,1,1,0,0,0,1,0,5,0,52,9756.086785714288
1,1,1,0,0,0,0,1,4,4,53,7559.093928571428
1,1,0,1,0,0,1,0,1,3,54,11259.089285714288
1,1,0,1,1,0,0,0,4,6,54,11234.271428571428
1,1,0,1,1,0,0,0,0,6,51,7612.34607142857
1,1,1,0,1,0,0,0,4,6,50,6767.398928571427
1,1,1,0,0,0,0,1,4,3,55,10593.342857142854
1,1,1,0,0,0,0,1,1,6,52,7355.172142857143
1,1,1,0,0,0,1,0,0,6,53,9884.093928571428
1,1,0,1,0,1,0,0,4,4,53,10927.04642857143
1,1,0,1,0,0,1,0,5,6,52,8178.707857142857
1,1,1,0,1,0,0,0,5,2,53,10163.855357142855
1,1,0,1,1,0,0,0,0,4,53,10923.335714285713
1,1,1,0,0,0,1,0,6,6,51,6859.159999999999
1,1,1,0,0,0,0,1,6,2,52,9900.19142857143
1,1,0,1,1,0,0,0,3,4,53,10804.228571428572
1,1,1,0,0,1,0,0,2,4,55,10671.007142857143
1,1,0,1,0,1,0,0,4,4,50,9735.156428571428
1,1,1,0,1,0,0,0,5,0,52,14485.667857142853
1,1,0,1,0,1,0,0,4,2,51,10013.376785714285
1,1,1,0,0,0,0,1,2,0,54,12841.150000000003
1,1,0,1,0,0,1,0,3,5,52,7994.454642857142
1,1,1,0,1,0,0,0,5,4,52,9793.9225
1,1,1,0,0,1,0,0,2,0,51,11450.800000000003
1,1,0,1,0,0,0,1,1,1,54,14082.242857142857
1,1,1,0,0,0,1,0,0,3,53,10070.107142857143
1,1,0,1,0,0,0,1,3,3,53,10860.82142857143
1,1,0,1,0,1,0,0,5,5,51,7751.439285714286
1,1,0,1,0,0,0,1,3,4,52,7856.186071428571
1,1,1,0,0,1,0,0,2,2,52,9551.050357142856
1,1,1,0,0,1,0,0,1,6,53,10032.352857142858
1,1,0,1,0,0,0,1,4,5,52,7926.870714285712
1,1,1,0,0,0,0,1,0,4,53,10060.5725
1,1,1,0,1,0,0,0,3,3,50,8853.572499999998
1,1,0,1,1,0,0,0,5,4,53,10781.817857142856
1,1,0,1,1,0,0,0,0,5,53,10834.125000000002
1,1,0,1,0,1,0,0,6,5,53,10848.899999999998
1,1,1,0,0,1,0,0,1,3,55,10599.524999999998
1,1,1,0,0,0,0,1,1,2,51,9224.054285714288
1,1,1,0,0,0,0,1,5,3,55,10553.014285714287
1,1,0,1,1,0,0,0,2,5,51,10043.634642857143
1,1,0,1,0,0,0,1,0,1,50,19264.049999999996
1,1,0,1,0,1,0,0,4,6,55,8738.042857142858
1,1,1,0,0,0,0,1,6,3,55,7923.71
1,1,1,0,0,0,0,1,2,5,52,7197.506071428572
1,1,1,0,0,0,1,0,3,6,50,8775.375000000002
1,1,1,0,1,0,0,0,5,6,53,9862.310714285715
1,1,1,0,1,0,0,0,4,5,51,6826.821428571429
1,1,0,1,0,0,1,0,4,4,50,9656.111071428573
1,1,0,1,0,0,0,1,1,4,52,10517.064285714285
1,1,0,1,0,0,0,1,6,2,54,11328.235714285713
1,1,1,0,0,0,1,0,5,4,50,8859.462857142857
1,1,1,0,0,1,0,0,1,2,54,10301.110714285716
1,1,0,1,1,0,0,0,2,0,51,17514.37142857143
1,1,0,1,1,0,0,0,0,6,52,10481.189285714283
1,1,1,0,0,1,0,0,6,4,52,9612.191785714285
1,1,1,0,0,0,1,0,6,6,52,9602.042142857143
1,1,0,1,0,1,0,0,1,3,51,10031.131071428574
1,1,1,0,0,0,0,1,6,3,50,6571.3274999999985
1,1,1,0,1,0,0,0,1,2,52,9583.359642857145
1,1,1,0,0,0,1,0,5,6,50,8793.626428571428
1,1,0,1,0,0,0,1,4,3,55,11601.850000000004
1,1,1,0,0,0,0,1,4,0,51,11456.985714285713
1,1,1,0,0,1,0,0,4,6,50,6754.821785714286
1,1,1,0,1,0,0,0,0,3,50,8826.060714285713
1,1,1,0,0,1,0,0,3,3,52,9665.455714285714
1,1,1,0,0,0,0,1,0,1,55,21243.01428571428
1,1,1,0,0,1,0,0,3,6,55,10859.528571428571
1,1,1,0,1,0,0,0,6,0,55,15826.046428571424
1,1,1,0,1,0,0,0,3,0,54,15478.121428571425
1,1,0,1,1,0,0,0,4,2,53,10791.771428571428
1,1,0,1,0,1,0,0,2,2,54,11407.967857142854
1,1,1,0,0,0,1,0,1,4,54,10274.035714285714
1,1,1,0,0,1,0,0,2,1,53,9883.741785714285
1,1,0,1,0,0,0,1,2,0,54,14090.989285714284
1,1,1,0,1,0,0,0,5,2,51,9337.723214285714
1,1,0,1,0,0,0,1,5,2,53,10853.178571428574
1,1,1,0,0,1,0,0,2,0,54,15361.442857142856
1,1,0,1,0,0,0,1,0,6,51,7641.635357142857
1,1,0,1,0,0,0,1,0,3,52,10469.65
1,1,1,0,1,0,0,0,0,6,54,10255.267857142855
1,1,0,1,0,0,0,1,5,4,52,7938.182142857144
1,1,1,0,0,1,0,0,3,0,54,12965.242857142857
1,1,1,0,0,0,0,1,1,3,51,9213.715000000002
1,1,0,1,1,0,0,0,3,3,50,9744.465714285714
1,1,0,1,0,1,0,0,0,3,54,11435.917857142858
1,1,1,0,0,0,1,0,2,2,50,6601.925714285714
1,1,0,1,0,1,0,0,6,4,54,8416.760357142859
1,1,1,0,0,0,0,1,5,6,50,6700.596071428569
1,1,1,0,1,0,0,0,1,5,50,6624.606428571429
1,1,0,1,0,0,1,0,6,6,53,10849.957142857138
1,1,0,1,0,1,0,0,0,2,54,11189.703571428574
1,1,1,0,1,0,0,0,2,5,52,9782.402857142859
1,1,1,0,0,0,1,0,5,5,54,10254.846428571429
1,1,1,0,0,0,1,0,3,1,54,12747.035714285712
1,1,1,0,0,0,1,0,0,6,54,10247.489285714288
1,1,1,0,1,0,0,0,5,3,54,10394.617857142859
1,1,0,1,0,0,1,0,1,2,55,14491.078571428574
1,1,0,1,0,0,1,0,0,1,50,14466.653571428571
1,1,0,1,0,0,0,1,2,4,52,10567.210714285715
1,1,1,0,0,0,0,1,0,1,51,18248.785714285714
1,1,1,0,0,0,1,0,2,0,53,9857.774642857144
1,1,1,0,0,0,1,0,5,2,51,6942.591071428572
1,1,1,0,0,1,0,0,2,0,55,13386.29642857143
1,1,1,0,0,0,0,1,0,2,55,10543.764285714284
1,1,1,0,1,0,0,0,1,6,55,10614.02142857143
1,1,1,0,0,1,0,0,6,1,54,10344.975000000002
1,1,0,1,0,0,0,1,6,4,51,7529.296785714285
1,1,1,0,1,0,0,0,1,4,50,8753.069642857143
1,1,0,1,0,0,0,1,1,0,52,20865.100000000002
1,1,0,1,0,1,0,0,6,0,54,14099.292857142858
1,1,0,1,0,0,1,0,3,4,54,11306.503571428573
1,1,0,1,1,0,0,0,3,2,51,10048.102499999999
1,1,0,1,0,0,0,1,6,1,51,10225.389642857144
1,1,0,1,0,0,1,0,2,5,50,7319.682500000001
1,1,1,0,0,0,0,1,0,5,53,10493.676785714284
1,1,1,0,0,0,1,0,0,5,54,10224.142857142857
1,1,1,0,1,0,0,0,0,5,53,10102.731785714288
1,1,0,1,0,1,0,0,2,6,50,7264.287142857143
1,1,1,0,1,0,0,0,0,4,53,9973.011428571428
1,1,1,0,0,1,0,0,6,5,52,7245.562857142858
1,1,0,1,1,0,0,0,1,0,51,34956.30714285715
1,1,1,0,0,0,1,0,6,2,52,7494.632857142858
1,1,0,1,1,0,0,0,0,3,51,10029.83642857143
1,1,0,1,0,0,0,1,5,3,50,7358.793571428571
1,1,0,1,0,0,0,1,3,0,52,13037.542857142855
1,1,0,1,0,0,0,1,1,6,55,8716.209285714285
1,1,0,1,0,1,0,0,6,2,54,11469.574999999999
1,1,0,1,0,0,0,1,4,0,55,14563.057142857144
1,1,1,0,1,0,0,0,5,2,54,10688.996428571427
1,1,0,1,0,1,0,0,1,0,52,20813.217857142856
1,1,1,0,1,0,0,0,5,0,53,15026.407142857146
1,1,1,0,0,1,0,0,4,4,54,10381.475000000002
1,1,1,0,0,0,1,0,1,2,52,7387.25607142857
1,1,0,1,0,0,1,0,2,6,55,11914.410714285712
1,1,0,1,0,1,0,0,5,5,54,11186.685714285713
1,1,1,0,0,0,0,1,0,2,53,9996.221071428572
1,1,1,0,0,0,1,0,6,0,55,13175.69642857143
1,1,1,0,0,1,0,0,1,0,51,18502.707142857143
1,1,0,1,0,1,0,0,2,4,50,9714.955714285712
1,1,1,0,1,0,0,0,0,4,55,10630.628571428571
1,1,0,1,0,1,0,0,4,5,53,10923.185714285715
1,1,0,1,1,0,0,0,5,3,52,10471.867857142859
1,1,1,0,0,1,0,0,2,1,55,13420.353571428572
1,1,1,0,1,0,0,0,3,0,53,15012.70357142857
1,1,0,1,0,0,0,1,1,2,55,11619.403571428573
